date,old_dte,old_band,old_dte_key,old_lut_key,old_strategy,new_dte,new_band,new_dte_key,new_lut_key,new_strategy,strategy_changed
2025-10-08,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-10-09,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-10-10,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-10-13,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-10-14,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-10-15,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-10-16,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-10-20,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-10-23,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2025-10-24,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-10-27,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-10-28,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-10-29,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-10-30,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-10-31,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2025-11-03,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-11-04,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-11-06,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-11-07,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-11-10,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-11-11,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-11-12,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-11-13,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2025-11-14,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2025-11-17,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-11-18,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-11-19,4,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,4.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-11-20,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-11-21,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2025-11-24,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2025-11-25,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-11-26,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-11-27,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-11-28,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-12-01,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-02,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-03,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-04,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-12-05,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-12-08,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-09,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-10,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-11,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-12-12,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-12-15,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-16,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-17,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-18,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2025-12-19,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-12-22,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-23,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-24,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-26,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2025-12-29,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-30,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2025-12-31,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-01,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2026-01-02,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2026-01-05,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-06,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-07,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-08,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2026-01-09,2,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,2.0,<13%,T-2,T-2|<13%|NEUTRAL,NOT FOUND,False
2026-01-12,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-13,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-14,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-16,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2026-01-19,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-01-20,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2026-01-21,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2026-01-22,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2026-01-27,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2026-01-28,4,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,4.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2026-01-29,3,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,3.0,18-22%,T-3,T-3|18-22%|NEUTRAL,NOT FOUND,False
2026-01-30,2,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,2.0,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,False
2026-02-01,2,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,2.0,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,False
2026-02-02,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,6.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2026-02-03,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2026-02-04,4,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2026-02-05,3,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,3.0,13-15%,T-3,T-3|13-15%|NEUTRAL,NOT FOUND,False
2026-02-06,2,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,2.0,13-15%,T-2,T-2|13-15%|NEUTRAL,NOT FOUND,False
2026-02-09,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-02-10,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-02-11,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-02-12,3,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,3.0,<13%,T-3,T-3|<13%|NEUTRAL,NOT FOUND,False
2026-02-13,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2026-02-16,1,13-15%,T-1,T-1|13-15%|NEUTRAL,NOT FOUND,6.0,13-15%,T-4,T-4|13-15%|NEUTRAL,NOT FOUND,False
2026-02-17,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-02-18,4,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,4.0,<13%,T-4,T-4|<13%|NEUTRAL,NOT FOUND,False
2026-02-19,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2026-02-20,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2026-02-23,1,15-18%,T-1,T-1|15-18%|NEUTRAL,NOT FOUND,5.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2026-02-24,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,4.0,15-18%,T-4,T-4|15-18%|NEUTRAL,NOT FOUND,False
2026-02-25,3,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,3.0,15-18%,T-3,T-3|15-18%|NEUTRAL,NOT FOUND,False
2026-02-26,2,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,2.0,15-18%,T-2,T-2|15-18%|NEUTRAL,NOT FOUND,False
2026-03-02,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,6.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2026-03-04,4,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,4.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2026-03-05,3,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,3.0,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,False
2026-03-06,2,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,2.0,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,False
2026-03-09,1,>22%,T-1,T-1|>22%|NEUTRAL,NOT FOUND,6.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2026-03-10,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2026-03-11,4,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,4.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2026-03-12,3,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,3.0,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,False
2026-03-13,2,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,2.0,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,False
2026-03-16,1,>22%,T-1,T-1|>22%|NEUTRAL,NOT FOUND,6.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2026-03-17,1,<13%,T-1,T-1|<13%|NEUTRAL,NOT FOUND,5.0,>22%,T-4,T-4|>22%|NEUTRAL,NOT FOUND,False
2026-03-18,4,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,4.0,18-22%,T-4,T-4|18-22%|NEUTRAL,NOT FOUND,False
2026-03-19,3,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,3.0,>22%,T-3,T-3|>22%|NEUTRAL,NOT FOUND,False
2026-03-20,2,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,2.0,>22%,T-2,T-2|>22%|NEUTRAL,NOT FOUND,False
